10295,63.7199751622971
11890,3091.89301754938
22262,1385.22522685053
39665,1065.19584036659
40448,10971.3912512268
23772,2394.66906685871
28365,1159.9626518238
8533,1148.8845127186
12377,24564.5669089253
9243,2314.89715332392
39349,2280.95138945136
41921,3351.53152185033
41836,2765.27644678155
21905,1616.45367651808
38586,5615.87600411263
31517,275.899368645428
10627,2179.59144092033
40787,5031.13640015249
11257,3587.10086603822
17116,1585.04326369342
16828,3536.5782396161
41308,3984.9288317794
36495,1492.50400165186
10876,1027.49095930287
33463,3978.57965660953
36021,1495.20728743371
36049,1842.26726596103
43551,5226.96395590882
31669,1884.80913638108
38223,5000.75716274161
25217,6723.63776631867
22883,2000.10822700901
16106,3518.88085249579
20943,213.07382425091
29801,1398.29316357887
40176,3279.72753667159
34882,2121.45445579521
9203,12336.7979330113
33793,1524.05888652085
21273,15225.111909789
39154,4535.71108492293
38388,5803.9078543382
29499,8254.44416263438
4387,1220.90338054972
24046,4022.94267920205
31276,4453.43093670128
16408,5944.5216586628
30739,3281.18891187188
3924,10969.3955436654
41173,2370.14297373948
13419,12010.9788462265
24830,3693.81439866814
36392,2902.37835613639
37805,5533.9083430737
33831,3723.22555923226
32900,2213.71710064431
38441,2456.47323858195
15189,1221.29897239582
19027,14430.8749905632
39207,7567.82887702529
34965,3540.36299776494
19526,3425.09034705195
14294,930.424493699012
6680,1825.18721825404
35312,1978.81919956037
41094,2228.10744775704
28716,1001.67243756632
32564,2271.02596777258
33490,189.391361274537
1999,1432.56426365057
28265,13391.0991190606
31908,3679.1947726778
30549,2343.75081671468
14898,18285.5151517537
44405,3078.16756531794
12124,1994.04831727838
8716,13824.5910722006
10293,926.165814939873
3510,3264.85638466871
9408,1472.97290691498
18539,10.9746715702815
28393,1086.01766055917
16644,1718.39584311534
36016,2587.23473022677
41474,1654.99094396361
38397,3478.06576851317
30458,6975.68920122886
13613,5376.26167858418
33177,668.958397581329
36081,782.813244131082
24838,2402.37936308662
25774,4056.60098144657
34983,3282.56096647003
7027,4846.70078830452
19118,1405.39502404682
12074,4284.54390240233
5170,2027.35139486472
32199,10021.2218583501
9916,5776.26770091516
16661,14361.1741164306
24363,298.582348529888
13206,16485.0450984206
1982,2525.003918931
43632,7318.44999152304
20572,2545.37655014083
20941,2466.90833498267
22281,3251.49576994431
4414,3647.67674996232
14258,1264.31878982748
34042,3596.2670087684
20303,3092.55418712071
43629,4406.83799054959
8300,16938.1965952593
27721,2223.55643209161
21510,3773.76557510446
40971,354.882191380471
37052,2366.73586037152
43975,1878.08920378971
23107,714.120133298455
9452,1408.36499553688
8484,3227.43331943294
33909,2927.01036615428
15372,5748.69593153697
